REGIONAL,DISTRITO,POLITÉCNICO,SIGERD,FAMILIA PROFESIONAL,DENOMINACIÓN,MATRICULA
08 - SANTIAGO,0806 - SANTIAGO NORESTE,08640 - POLITECNICO MARTINA MERCEDES ZOUAIN,08640,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,70
08 - SANTIAGO,0806 - SANTIAGO NORESTE,08640 - POLITECNICO MARTINA MERCEDES ZOUAIN,08640,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,91
08 - SANTIAGO,0806 - SANTIAGO NORESTE,08640 - POLITECNICO MARTINA MERCEDES ZOUAIN,08640,TURISMO Y HOSTELERÍA,Servicios Turísticos,80
"08 - SANTIAGO,0806 - SANTIAGO NORESTE,11918 - POLITECNICO MARTINA MERCEDES ZOUAIN,11918,""TEXTIL, CONFECCIÓN Y PIEL"",Confección y Patronaje,105"
08 - SANTIAGO,0806 - SANTIAGO NORESTE,11918 - POLITECNICO MARTINA MERCEDES ZOUAIN,11918,SALUD,Salud Ambiental,141
08 - SANTIAGO,0806 - SANTIAGO NORESTE,15445 - POLITECNICO PROF. ANA GLORIA DE LA CRUZ DE ESTRELLA,15445,SALUD,Farmacia y Parafarmacia,90
08 - SANTIAGO,0806 - SANTIAGO NORESTE,15445 - POLITECNICO PROF. ANA GLORIA DE LA CRUZ DE ESTRELLA,15445,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,35
08 - SANTIAGO,0807 - VILLA BISONO (NAVARRETE),14969 - POLITECNICO PROF. MIGUEL ANGEL GUZMAN,14969,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,20
08 - SANTIAGO,0807 - VILLA BISONO (NAVARRETE),14969 - POLITECNICO PROF. MIGUEL ANGEL GUZMAN,14969,SALUD,Cuidados de Enfermería y Promoción de la Salud,59
08 - SANTIAGO,0807 - VILLA BISONO (NAVARRETE),14969 - POLITECNICO PROF. MIGUEL ANGEL GUZMAN,14969,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,29
08 - SANTIAGO,0808 - LICEY AL MEDIO,08686 - POLITECNICO MERCEDES PEÑA,08686,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,50
08 - SANTIAGO,0808 - LICEY AL MEDIO,08686 - POLITECNICO MERCEDES PEÑA,08686,SALUD,Farmacia y Parafarmacia,109
08 - SANTIAGO,0808 - LICEY AL MEDIO,08686 - POLITECNICO MERCEDES PEÑA,08686,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,122
08 - SANTIAGO,0808 - LICEY AL MEDIO,08686 - POLITECNICO MERCEDES PEÑA,08686,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,54
08 - SANTIAGO,0808 - LICEY AL MEDIO,08782 - POLITECNICO PROF. MILAGROS CELESTE ARIAS,08782,INDUSTRÍAS ALIMENTARIAS Y QUÍMICAS,Análisis y proceso químico-farmacéutico,89
08 - SANTIAGO,0808 - LICEY AL MEDIO,08782 - POLITECNICO PROF. MILAGROS CELESTE ARIAS,08782,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,60
08 - SANTIAGO,0809 - TAMBORIL,08717 - POLITECNICO BRAULIO PAULINO,08717,SALUD,Cuidados de Enfermería y Promoción de la Salud,112
08 - SANTIAGO,0809 - TAMBORIL,08717 - POLITECNICO BRAULIO PAULINO,08717,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,92
08 - SANTIAGO,0809 - TAMBORIL,08717 - POLITECNICO BRAULIO PAULINO,08717,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,203
08 - SANTIAGO,0809 - TAMBORIL,08717 - POLITECNICO BRAULIO PAULINO,08717,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,80
08 - SANTIAGO,0810 - VILLA GONZALEZ,14407 - POLITECNICO LISENDRA ENINIA GERMOSEN FONDEUR,14407,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,217
08 - SANTIAGO,0810 - VILLA GONZALEZ,14407 - POLITECNICO LISENDRA ENINIA GERMOSEN FONDEUR,14407,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,216
09 - MAO,0901 - MAO,08958 - POLITECNICO SALESIANO SAGRADO CORAZON DE JESUS,08958,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,67
09 - MAO,0901 - MAO,08958 - POLITECNICO SALESIANO SAGRADO CORAZON DE JESUS,08958,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,64
09 - MAO,0901 - MAO,08958 - POLITECNICO SALESIANO SAGRADO CORAZON DE JESUS,08958,AUDIOVISUALES Y GRÁFICAS,Multimedia y Gráfica,53
09 - MAO,0901 - MAO,09003 - INSTITUTO POLITECNICO NOROESTE,09003,AGRARIA,Agropecuaria,60
"09 - MAO,0901 - MAO,09003 - INSTITUTO POLITECNICO NOROESTE,09003,""TEXTIL, CONFECCIÓN Y PIEL"",Confección y Patronaje,64"
09 - MAO,0901 - MAO,09003 - INSTITUTO POLITECNICO NOROESTE,09003,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,85
09 - MAO,0901 - MAO,09003 - INSTITUTO POLITECNICO NOROESTE,09003,ELECTRICIDAD Y ELECTRÓNICA,Equipos Electrónicos,62
09 - MAO,0901 - MAO,09003 - INSTITUTO POLITECNICO NOROESTE,09003,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,74
09 - MAO,0901 - MAO,09003 - INSTITUTO POLITECNICO NOROESTE,09003,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,25
09 - MAO,0901 - MAO,09003 - INSTITUTO POLITECNICO NOROESTE,09003,ELECTRICIDAD Y ELECTRÓNICA,Refrigeración y Acondicionamiento de Aire,20
09 - MAO,0901 - MAO,17113 - PADRE LUIS VARIARA,17113,SALUD,Cuidados de Enfermería y Promoción de la Salud,18
09 - MAO,0901 - MAO,17113 - PADRE LUIS VARIARA,17113,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,14
09 - MAO,0902 - ESPERANZA,15486 - POLITECNICO PROF. JOSE ARTURO PEÑA TEJADA,15486,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,27
09 - MAO,0902 - ESPERANZA,15486 - POLITECNICO PROF. JOSE ARTURO PEÑA TEJADA,15486,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,27
10 - SANTO DOMINGO,1001 - VILLA MELLA,05850 - LAS ABEJITAS,05850,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,14
10 - SANTO DOMINGO,1001 - VILLA MELLA,05850 - LAS ABEJITAS,05850,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,30
10 - SANTO DOMINGO,1001 - VILLA MELLA,05856 - POLITECNICO CRISTO OBRERO,05856,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,65
10 - SANTO DOMINGO,1001 - VILLA MELLA,05856 - POLITECNICO CRISTO OBRERO,05856,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,66
10 - SANTO DOMINGO,1001 - VILLA MELLA,05856 - POLITECNICO CRISTO OBRERO,05856,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,61
10 - SANTO DOMINGO,1001 - VILLA MELLA,05856 - POLITECNICO CRISTO OBRERO,05856,MADERA Y MUEBLE,Muebles y Estructuras de Madera,28
10 - SANTO DOMINGO,1001 - VILLA MELLA,05856 - POLITECNICO CRISTO OBRERO,05856,AUDIOVISUALES Y GRÁFICAS,Multimedia y Gráfica,72
10 - SANTO DOMINGO,1001 - VILLA MELLA,05858 - DUARTE,05858,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,60
10 - SANTO DOMINGO,1001 - VILLA MELLA,05858 - DUARTE,05858,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,41
10 - SANTO DOMINGO,1001 - VILLA MELLA,05944 - POLITECNICO PARROQUIAL BETANIA,05944,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Acondicionamiento Físico y Entrenamiento Deportivo,76
10 - SANTO DOMINGO,1001 - VILLA MELLA,05944 - POLITECNICO PARROQUIAL BETANIA,05944,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,130
10 - SANTO DOMINGO,1001 - VILLA MELLA,05944 - POLITECNICO PARROQUIAL BETANIA,05944,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,136
10 - SANTO DOMINGO,1001 - VILLA MELLA,05944 - POLITECNICO PARROQUIAL BETANIA,05944,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,89
10 - SANTO DOMINGO,1001 - VILLA MELLA,05974 - POLITECNICO OSCUS SAN VALERO,05974,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,110
10 - SANTO DOMINGO,1001 - VILLA MELLA,05974 - POLITECNICO OSCUS SAN VALERO,05974,ELECTRICIDAD Y ELECTRÓNICA,Equipos Electrónicos,83
10 - SANTO DOMINGO,1001 - VILLA MELLA,05974 - POLITECNICO OSCUS SAN VALERO,05974,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,97
10 - SANTO DOMINGO,1001 - VILLA MELLA,05974 - POLITECNICO OSCUS SAN VALERO,05974,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,68
10 - SANTO DOMINGO,1001 - VILLA MELLA,05974 - POLITECNICO OSCUS SAN VALERO,05974,ELECTRICIDAD Y ELECTRÓNICA,Refrigeración y Acondicionamiento de Aire,84
10 - SANTO DOMINGO,1001 - VILLA MELLA,06242 - POLITECNICO SAN MIGUEL ARCANGEL,06242,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,85
"10 - SANTO DOMINGO,1001 - VILLA MELLA,06242 - POLITECNICO SAN MIGUEL ARCANGEL,06242,""TEXTIL, CONFECCIÓN Y PIEL"",Confección y Patronaje,78"
10 - SANTO DOMINGO,1001 - VILLA MELLA,06242 - POLITECNICO SAN MIGUEL ARCANGEL,06242,SALUD,Cuidados de Enfermería y Promoción de la Salud,185
10 - SANTO DOMINGO,1001 - VILLA MELLA,06242 - POLITECNICO SAN MIGUEL ARCANGEL,06242,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,95
10 - SANTO DOMINGO,1001 - VILLA MELLA,06242 - POLITECNICO SAN MIGUEL ARCANGEL,06242,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,97
10 - SANTO DOMINGO,1001 - VILLA MELLA,06242 - POLITECNICO SAN MIGUEL ARCANGEL,06242,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,16
10 - SANTO DOMINGO,1001 - VILLA MELLA,06242 - POLITECNICO SAN MIGUEL ARCANGEL,06242,SEGURIDAD Y MEDIOAMBIENTE,Seguridad y Protección Ciudadana,34
10 - SANTO DOMINGO,1001 - VILLA MELLA,06242 - POLITECNICO SAN MIGUEL ARCANGEL,06242,TURISMO Y HOSTELERÍA,Servicios Turísticos,92
10 - SANTO DOMINGO,1001 - VILLA MELLA,09542 - CENTRO DE EXCELENCIA PROF. CRISTINA BILLINI MORALES FE Y ALEGRIA,09542,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,98
10 - SANTO DOMINGO,1001 - VILLA MELLA,09542 - CENTRO DE EXCELENCIA PROF. CRISTINA BILLINI MORALES FE Y ALEGRIA,09542,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,33
10 - SANTO DOMINGO,1001 - VILLA MELLA,09542 - CENTRO DE EXCELENCIA PROF. CRISTINA BILLINI MORALES FE Y ALEGRIA,09542,AUDIOVISUALES Y GRÁFICAS,Producción y Realización de Audiovisuales y Espectáculos,87
10 - SANTO DOMINGO,1001 - VILLA MELLA,09542 - CENTRO DE EXCELENCIA PROF. CRISTINA BILLINI MORALES FE Y ALEGRIA,09542,ELECTRICIDAD Y ELECTRÓNICA,Refrigeración y Acondicionamiento de Aire,59
10 - SANTO DOMINGO,1001 - VILLA MELLA,09542 - CENTRO DE EXCELENCIA PROF. CRISTINA BILLINI MORALES FE Y ALEGRIA,09542,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,86
10 - SANTO DOMINGO,1001 - VILLA MELLA,11048 - POLITECNICO NUESTRA SEÑORA DE LA ESPERANZA,11048,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Atención a la Educación Infantil y Especial,162
10 - SANTO DOMINGO,1001 - VILLA MELLA,11048 - POLITECNICO NUESTRA SEÑORA DE LA ESPERANZA,11048,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,175
10 - SANTO DOMINGO,1001 - VILLA MELLA,13499 - INSTITUTO POLITECNICO ARAGON,13499,SALUD,Cuidados de Enfermería y Promoción de la Salud,103
10 - SANTO DOMINGO,1001 - VILLA MELLA,13499 - INSTITUTO POLITECNICO ARAGON,13499,ELECTRICIDAD Y ELECTRÓNICA,Equipos Electrónicos,64
10 - SANTO DOMINGO,1001 - VILLA MELLA,13499 - INSTITUTO POLITECNICO ARAGON,13499,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,108
10 - SANTO DOMINGO,1001 - VILLA MELLA,13499 - INSTITUTO POLITECNICO ARAGON,13499,ELECTRICIDAD Y ELECTRÓNICA,Mecatrónica,83
10 - SANTO DOMINGO,1001 - VILLA MELLA,13499 - INSTITUTO POLITECNICO ARAGON,13499,TURISMO Y HOSTELERÍA,Servicios Gastronómicos,96
10 - SANTO DOMINGO,1001 - VILLA MELLA,14575 - BRAULIA DE PAULA,14575,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,175
10 - SANTO DOMINGO,1001 - VILLA MELLA,14575 - BRAULIA DE PAULA,14575,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,219
10 - SANTO DOMINGO,1001 - VILLA MELLA,14841 - POLITECNICO ANTONIO FIGARIS BAEZ,14841,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,189
10 - SANTO DOMINGO,1001 - VILLA MELLA,14841 - POLITECNICO ANTONIO FIGARIS BAEZ,14841,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,179
10 - SANTO DOMINGO,1001 - VILLA MELLA,15469 - POLITECNICO FRANCISCO ALBERTO CAAMAÑO DEÑO,15469,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Acondicionamiento Físico y Entrenamiento Deportivo,20
10 - SANTO DOMINGO,1001 - VILLA MELLA,15469 - POLITECNICO FRANCISCO ALBERTO CAAMAÑO DEÑO,15469,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,113
10 - SANTO DOMINGO,1001 - VILLA MELLA,15469 - POLITECNICO FRANCISCO ALBERTO CAAMAÑO DEÑO,15469,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,72
10 - SANTO DOMINGO,1001 - VILLA MELLA,15469 - POLITECNICO FRANCISCO ALBERTO CAAMAÑO DEÑO,15469,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,128
"10 - SANTO DOMINGO,1001 - VILLA MELLA,""15567 - POLITECNICO EL AVE MARIA, PADRE MIGUEL FENOLLERA ROCA"",15567,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,53"
"10 - SANTO DOMINGO,1001 - VILLA MELLA,""15567 - POLITECNICO EL AVE MARIA, PADRE MIGUEL FENOLLERA ROCA"",15567,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,66"
10 - SANTO DOMINGO,1001 - VILLA MELLA,15692 - POLITECNICO SOR ANGELES VALLS FE Y ALEGRIA,15692,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Acondicionamiento Físico y Entrenamiento Deportivo,161
10 - SANTO DOMINGO,1001 - VILLA MELLA,15692 - POLITECNICO SOR ANGELES VALLS FE Y ALEGRIA,15692,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,131
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,05707 - POLITECNICO MARCOS EVANGELISTA ADON,05707,SALUD,Cuidados de Enfermería y Promoción de la Salud,163
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,05707 - POLITECNICO MARCOS EVANGELISTA ADON,05707,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,169
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,05707 - POLITECNICO MARCOS EVANGELISTA ADON,05707,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,84
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,05708 - POLITECNICO PROF. COSME MANUEL JIMENEZ,05708,SEGURIDAD Y MEDIOAMBIENTE,Conservación y Protección Ambiental,29
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,05708 - POLITECNICO PROF. COSME MANUEL JIMENEZ,05708,SALUD,Cuidados de Enfermería y Promoción de la Salud,31
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,05708 - POLITECNICO PROF. COSME MANUEL JIMENEZ,05708,ADMINISTRACIÓN Y COMERCIO,Logística y Transporte,30
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,05812 - POLITECNICO CARDENAL SANCHA - FE Y ALEGRIA,05812,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,78
"10 - SANTO DOMINGO,1002 - SABANA PERDIDA,05812 - POLITECNICO CARDENAL SANCHA - FE Y ALEGRIA,05812,""TEXTIL, CONFECCIÓN Y PIEL"",Confección y Patronaje,52"
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,05812 - POLITECNICO CARDENAL SANCHA - FE Y ALEGRIA,05812,SALUD,Cuidados de Enfermería y Promoción de la Salud,108
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,05812 - POLITECNICO CARDENAL SANCHA - FE Y ALEGRIA,05812,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,103
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,05812 - POLITECNICO CARDENAL SANCHA - FE Y ALEGRIA,05812,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,81
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,05812 - POLITECNICO CARDENAL SANCHA - FE Y ALEGRIA,05812,MADERA Y MUEBLE,Muebles y Estructuras de Madera,55
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,05832 - LOS PALMARES,05832,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,89
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,05832 - LOS PALMARES,05832,SALUD,Cuidados de Enfermería y Promoción de la Salud,82
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,09239 - INSTITUTO POLITECNICO EL AVE MARIA,09239,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,93
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,09239 - INSTITUTO POLITECNICO EL AVE MARIA,09239,SALUD,Cuidados de Enfermería y Promoción de la Salud,93
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,09239 - INSTITUTO POLITECNICO EL AVE MARIA,09239,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,84
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,09239 - INSTITUTO POLITECNICO EL AVE MARIA,09239,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,89
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,09239 - INSTITUTO POLITECNICO EL AVE MARIA,09239,ELECTRICIDAD Y ELECTRÓNICA,Refrigeración y Acondicionamiento de Aire,21
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,09239 - INSTITUTO POLITECNICO EL AVE MARIA,09239,TURISMO Y HOSTELERÍA,Servicios Gastronómicos,89
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,09239 - INSTITUTO POLITECNICO EL AVE MARIA,09239,TURISMO Y HOSTELERÍA,Servicios Turísticos,93
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,11226 - POLITECNICO MANUEL AURELIO TAVAREZ JUSTO (MANOLO),11226,SALUD,Cuidados de Enfermería y Promoción de la Salud,181
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,11226 - POLITECNICO MANUEL AURELIO TAVAREZ JUSTO (MANOLO),11226,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,47
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,11226 - POLITECNICO MANUEL AURELIO TAVAREZ JUSTO (MANOLO),11226,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,107
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,11226 - POLITECNICO MANUEL AURELIO TAVAREZ JUSTO (MANOLO),11226,INFORMÁTICA Y COMUNICACIONES,Soporte de Redes y Sistemas Informáticos,149
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,11453 - POLITECNICO EMMA BALAGUER,11453,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,94
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,11453 - POLITECNICO EMMA BALAGUER,11453,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,101
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,11453 - POLITECNICO EMMA BALAGUER,11453,ELECTRICIDAD Y ELECTRÓNICA,Equipos Electrónicos,51
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,11453 - POLITECNICO EMMA BALAGUER,11453,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,238
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,11453 - POLITECNICO EMMA BALAGUER,11453,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,40
10 - SANTO DOMINGO,1002 - SABANA PERDIDA,11453 - POLITECNICO EMMA BALAGUER,11453,ELECTRICIDAD Y ELECTRÓNICA,Refrigeración y Acondicionamiento de Aire,24
"10 - SANTO DOMINGO,1002 - SABANA PERDIDA,""13558 - POLITECNICO JUAN PABLO II, FE Y ALEGRIA"",13558,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,108"
"10 - SANTO DOMINGO,1002 - SABANA PERDIDA,""13558 - POLITECNICO JUAN PABLO II, FE Y ALEGRIA"",13558,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,99"
"10 - SANTO DOMINGO,1002 - SABANA PERDIDA,""13558 - POLITECNICO JUAN PABLO II, FE Y ALEGRIA"",13558,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,77"
"10 - SANTO DOMINGO,1002 - SABANA PERDIDA,""13558 - POLITECNICO JUAN PABLO II, FE Y ALEGRIA"",13558,TURISMO Y HOSTELERÍA,Servicios Gastronómicos,83"
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,05433 - NUESTRA SEÑORA DEL ROSARIO DE FATIMA,05433,SALUD,Cuidados de Enfermería y Promoción de la Salud,39
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,05433 - NUESTRA SEÑORA DEL ROSARIO DE FATIMA,05433,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,63
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,05447 - POLITECNICO VIRGEN DE LA ALTAGRACIA,05447,ADMINISTRACIÓN Y COMERCIO,Comercio y Mercadeo,174
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,05447 - POLITECNICO VIRGEN DE LA ALTAGRACIA,05447,SALUD,Cuidados de Enfermería y Promoción de la Salud,65
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,05447 - POLITECNICO VIRGEN DE LA ALTAGRACIA,05447,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,92
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,05447 - POLITECNICO VIRGEN DE LA ALTAGRACIA,05447,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,86
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,05530 - SIGLO XXI,05530,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,42
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,05885 - MARANATHA DE DOÑA GLADYS,05885,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,160
"10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,05914 - POLITECNICO COLOMBINA CANARIO,05914,""TEXTIL, CONFECCIÓN Y PIEL"",Confección y Patronaje,68"
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,05914 - POLITECNICO COLOMBINA CANARIO,05914,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,111
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,05914 - POLITECNICO COLOMBINA CANARIO,05914,ELECTRICIDAD Y ELECTRÓNICA,Equipos Electrónicos,97
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,05914 - POLITECNICO COLOMBINA CANARIO,05914,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,98
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,06019 - POLITECNICO MAYAJE,06019,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,37
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,06019 - POLITECNICO MAYAJE,06019,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,66
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,06228 - INSTITUTO TECNOLOGICO FABIO AMABLE MOTA,06228,SALUD,Cuidados de Enfermería y Promoción de la Salud,95
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,06228 - INSTITUTO TECNOLOGICO FABIO AMABLE MOTA,06228,INFORMÁTICA Y COMUNICACIONES,Desarrollo y administración de aplicaciones informáticas,268
"10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,06228 - INSTITUTO TECNOLOGICO FABIO AMABLE MOTA,06228,""FABRICACIÓN, INSTALACIÓN Y MANTENIMIENTO"",Electromecánica de Vehículos,57"
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,06228 - INSTITUTO TECNOLOGICO FABIO AMABLE MOTA,06228,ELECTRICIDAD Y ELECTRÓNICA,Equipos Electrónicos,62
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,06228 - INSTITUTO TECNOLOGICO FABIO AMABLE MOTA,06228,ADMINISTRACIÓN Y COMERCIO,Gestión Administrativa y Tributaria,249
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,06228 - INSTITUTO TECNOLOGICO FABIO AMABLE MOTA,06228,ELECTRICIDAD Y ELECTRÓNICA,Instalaciones Eléctricas,45
10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,06228 - INSTITUTO TECNOLOGICO FABIO AMABLE MOTA,06228,ELECTRICIDAD Y ELECTRÓNICA,Mecatrónica,67
